Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20
1.546355023472030155e+01,9.244275100544255608e+00,1.106579110954995713e+02,2.391704359594423457e-01,-4.103926152357587620e-01,1.287535773568364794e+00,1.510203789854271283e+00,1.710515436481386375e+00,1.933087912141428610e+00,2.079685366878697206e+00,2.472905939741656400e+00,2.676056830721096347e+00,2.923745030140608492e+00,3.176358123836662273e+00,3.428224640889751651e+00,3.565883837868459416e+00,3.730920607622945084e+00,4.026729305392464653e+00,4.347034079600769374e+00,4.487583245269297194e+00
5.750359035607401026e+00,1.039451850639619934e+01,-1.237271926405720137e+02,4.682695474614635978e-01,-9.093294508004012844e-01,2.406018247990513448e+00,2.785457958666075040e+00,3.263629194081013374e+00,3.666428525473628852e+00,4.176307352987910448e+00,4.736681293869980713e+00,5.151492449525099993e+00,5.561198007914089025e+00,6.126931087635973050e+00,6.609006112641494290e+00,7.092549060176260411e+00,7.504966163633394416e+00,8.008335459809996948e+00,8.353233934761258084e+00,8.945986369991057785e+00
2.008510615070997574e+01,-4.353455381634128152e+00,-8.644827460575666578e+01,1.152679619233727637e+00,-2.344642786966829373e+00,5.774192435512547128e+00,6.950405570685305179e+00,8.008731687729490289e+00,9.258797110120553953e+00,1.033127289489780765e+01,1.155751623391645211e+01,1.258517282712781515e+01,1.389520259317475848e+01,1.494288925193517237e+01,1.618018609046901091e+01,1.738135979008850285e+01,1.842074508982363668e+01,1.953036024375655444e+01,2.070843819676647968e+01,2.199162429093902560e+01
1.537461487247778180e+01,-9.932812465055469886e+00,9.622058583568671963e+01,5.920051038159059864e-01,-1.140694701853527837e+00,2.966945081105265558e+00,3.467554499719793792e+00,4.095320609826066161e+00,4.765895742586058859e+00,5.380928303188598605e+00,5.993010787985854293e+00,6.565432721071034372e+00,7.019760010666842298e+00,7.718342717837770373e+00,8.260096853179039300e+00,8.914288159327490746e+00,9.532011531618916678e+00,9.978672403789296652e+00,1.060856666562207806e+01,1.121987936709484046e+01
-6.135017057375140581e-01,-4.566097273943043433e+00,1.272546619277045892e+02,7.161568920216170309e-01,-1.361738741400837061e+00,3.562140426795067150e+00,4.323894716902454860e+00,5.070782276137239641e+00,5.759857055950672766e+00,6.423845967226125886e+00,7.118032703141594197e+00,7.902415966987065943e+00,8.540344119540593582e+00,9.388945901278882289e+00,1.011840978098166488e+01,1.065824597693906384e+01,1.136478347651548404e+01,1.223791911951420630e+01,1.282698613044259162e+01,1.356875519602387214e+01
1.606007319032886471e+01,9.442024613308634073e+00,1.192631483853022587e+02,5.639461220798209773e-01,-1.169923031386847834e+00,2.792973040842101184e+00,3.413768482653011471e+00,3.849577437298305593e+00,4.531022959554121599e+00,5.004720590220355092e+00,5.704398576659889919e+00,6.105195725779432259e+00,6.671647927933818778e+00,7.399036303129086001e+00,7.824559704564469698e+00,8.553299979508558692e+00,9.052345483597704856e+00,9.665986541954413980e+00,1.005713882496264944e+01,1.066448554700648899e+01
2.021812462046208481e+01,2.759852049779562222e+00,-1.534909974330408922e+01,1.311364758428488431e+00,-2.688218190530863971e+00,6.599297430757236960e+00,7.908644605238095870e+00,9.083701308502321936e+00,1.056917817500778511e+01,1.182771852269744528e+01,1.306832419695728653e+01,1.438976429037094285e+01,1.564472049235214968e+01,1.708074157528994519e+01,1.836224746883829084e+01,1.972765432314080414e+01,2.089916145186106178e+01,2.231868960544658620e+01,2.364814406108789413e+01,2.483288880245339669e+01
4.525450422300498765e+00,-9.526688350995270227e+00,7.945895511258892441e+01,2.487424711659048937e-01,-4.791839138193467740e-01,1.295841279748484842e+00,1.587920619055117166e+00,1.679196722671824293e+00,1.926421148454012577e+00,2.337793213649619783e+00,2.430197063707197014e+00,2.696695001963968608e+00,2.904286661684499116e+00,3.277673765247409055e+00,3.501951554038745140e+00,3.819658886230184347e+00,3.901154268563072680e+00,4.187387117832193972e+00,4.546539044252486228e+00,4.804639235034455780e+00
1.717204132398831362e+01,-8.161056951824605221e+00,1.075960537994538129e+02,4.645785786409191154e-01,-8.347166361580246052e-01,2.333548732660523761e+00,2.859658893802518254e+00,3.284386369076584877e+00,3.793236591810875691e+00,4.189910256332785465e+00,4.739695764521788313e+00,5.115446998758924835e+00,5.549470689531658785e+00,6.118012808931433177e+00,6.451629559770346134e+00,6.933324578115278136e+00,7.519761243828103403e+00,7.979805524299903752e+00,8.384347140509863294e+00,8.834423186597192057e+00
1.669603737411790689e+01,8.477490564780680415e+00,1.052418372748329745e+02,7.550115576290130637e-01,-1.524282057436604276e+00,3.726786483054868260e+00,4.452979650159890390e+00,5.382844708972633008e+00,6.033033332897574041e+00,6.862244870904049776e+00,7.511637598973011976e+00,8.296732641583250967e+00,9.078526836518770793e+00,9.749802748503304528e+00,1.051638835452910392e+01,1.139892201022298224e+01,1.208655571809540419e+01,1.275487274950723737e+01,1.353279204893032706e+01,1.441852328043716547e+01
1.070329437682978302e+01,1.108410402959023244e+01,1.233509907801086456e+02,8.772454003714164061e-01,-1.838211829923897200e+00,4.292923968543289170e+00,5.358674913149208408e+00,6.096253919812660627e+00,6.984039231302567430e+00,7.993835448193856053e+00,8.850659043905034551e+00,9.733549688505698683e+00,1.062689635047656367e+01,1.144214748330031739e+01,1.222873786145240516e+01,1.306900848488635880e+01,1.410085123736656598e+01,1.485628683573379938e+01,1.571234247977297116e+01,1.659090407102062059e+01
3.196162211794113972e+00,8.902401290921988064e+00,1.203783337268519915e+02,5.034897143530087105e-01,-1.071950144685959172e+00,2.524049405958618042e+00,3.025493885932001525e+00,3.554240773988060820e+00,3.938185001351145242e+00,4.600463445052271005e+00,5.033448344537729824e+00,5.573586767138511533e+00,6.063224843949802434e+00,6.611559898600954277e+00,7.110165160067341894e+00,7.593859481832501146e+00,8.040620518648360360e+00,8.624184214150940164e+00,9.005112980679744084e+00,9.562235012231262488e+00
3.857233438611640253e-01,-5.441902444240328762e+00,4.056314198324437115e+01,8.215945754774439669e-01,-1.594957059159935575e+00,4.025712917162300286e+00,4.995092678465274716e+00,5.753374902632098831e+00,6.521815045729683291e+00,7.408952510859531770e+00,8.261482816051499256e+00,8.952910195778770230e+00,9.826831191257472398e+00,1.061564913842894242e+01,1.146505500012236389e+01,1.223071130553634234e+01,1.317462962035420659e+01,1.403123010293007589e+01,1.470772889177931475e+01,1.560269916383630573e+01
1.941533786651974225e+01,-4.718020705239284851e+00,-5.983555743630526536e+01,4.828520777007935805e-01,-1.050893399131950678e+00,2.321791689096537770e+00,2.899757494278706549e+00,3.466454572169682447e+00,3.877546463944959942e+00,4.387930827475268636e+00,4.828462675154239214e+00,5.404000830303744785e+00,5.727281237451128604e+00,6.246001702726290183e+00,6.739482178722620453e+00,7.231499217814593372e+00,7.744991977102195335e+00,8.127892697072018890e+00,8.684365370232640657e+00,9.250340433518012162e+00
2.737327789017844459e+00,8.350056089043640384e+00,1.117833278172763301e+02,2.266017070582117543e-01,-4.717233009013330758e-01,1.151840715143421123e+00,1.448077341477665314e+00,1.567101373276067910e+00,1.741551518447976621e+00,2.036830916544746017e+00,2.260950512118561573e+00,2.510886741425354618e+00,2.719153422568500567e+00,2.990469985166348543e+00,3.142168785581151536e+00,3.488842339935393166e+00,3.538183493317077932e+00,3.772926683868773612e+00,4.063215044459012049e+00,4.254239516991678016e+00
7.874703938179305140e+00,1.017324473394734419e+01,7.782029608212006622e+01,9.251389424343933743e-02,-1.965341535367178816e-01,3.776346385515567117e-01,6.276144768220733861e-01,5.946315031865617717e-01,7.931133125263997163e-01,8.514082703102202609e-01,9.910516929944056530e-01,9.411963655996744560e-01,1.017085839955735205e+00,1.294096109891814672e+00,1.242933906030035729e+00,1.476659234244916741e+00,1.394138614654139907e+00,1.553245634719711221e+00,1.735463316833224745e+00,1.690542646472063648e+00
1.519539139268361438e+01,9.237362701764210371e+00,1.084736068205336608e+02,2.763896225999245559e-01,-4.706575593015110415e-01,1.370926338542855838e+00,1.756946973874158324e+00,1.894684846287496560e+00,2.201811086782023974e+00,2.555524890349578637e+00,2.742620624845003352e+00,3.080583343867315804e+00,3.351685476356624616e+00,3.601388316165305081e+00,3.944597156623722345e+00,4.109777585074478878e+00,4.340761361281680664e+00,4.667103820250663837e+00,4.887454471445773940e+00,5.319078165019692328e+00
2.134821693857522362e+01,-7.483584526451262375e-01,-1.157255093799964953e+02,1.474528620463043227e+00,-3.037999234416740357e+00,7.393897954471559508e+00,8.869899234812693933e+00,1.040597733698274219e+01,1.170482329306805802e+01,1.324340056195240045e+01,1.464709868818811778e+01,1.622448977454068952e+01,1.772268222579091912e+01,1.906964334344852574e+01,2.072860438786981518e+01,2.211972525953412116e+01,2.366812559683710759e+01,2.504916354580887372e+01,2.653463991046418613e+01,2.794841409867519033e+01
7.997471639552401257e+00,-1.061660816581821543e+01,9.347948480241800695e+00,3.265276889284437489e-01,-7.466654738868289121e-01,1.581297756348466477e+00,1.907289777908065975e+00,2.331101074221530123e+00,2.550401802673071927e+00,2.842593879104821752e+00,3.336312684293795794e+00,3.632675414866922026e+00,3.857555719121163573e+00,4.322355916756997374e+00,4.513418193378115006e+00,4.832371105417205825e+00,5.263083933869012299e+00,5.596986458546911791e+00,5.901872393329878896e+00,6.257053328937252523e+00
4.958320740012238659e+00,9.259915586160570200e+00,-5.083114166084521912e+01,6.338222005009133686e-02,-4.572199454869044222e-02,4.006131308515996636e-01,4.770299915964181237e-01,4.223568733595228220e-01,5.045443974571741652e-01,4.808402033322212166e-01,6.822388823695355597e-01,7.607696360424458515e-01,7.658725997502142668e-01,8.775127728222126278e-01,7.900482288187996582e-01,1.050089876570615033e+00,9.641801184699747562e-01,1.033980104076854367e+00,1.168052819983863566e+00,1.245458384956655173e+00
2.098411746847298076e+01,1.173806395946637160e+00,-6.620818058242666382e+01,6.482136624665354452e-01,-1.302264883294521836e+00,3.225573072245762507e+00,3.862023989717251471e+00,4.528371908980277638e+00,5.228607583095456590e+00,5.832165460410584146e+00,6.531828647732927706e+00,7.057385623571010846e+00,7.830776804713837080e+00,8.472576248038324209e+00,9.028253199871665302e+00,9.728508530959890876e+00,1.043521443139783322e+01,1.097684399759011420e+01,1.157296204663467165e+01,1.230525321309973918e+01
5.826278893785786117e+00,9.703524780063286670e+00,-1.115590471315058636e+02,5.737395397267406327e-01,-1.219402588962110512e+00,2.792605518987721691e+00,3.349398751461622137e+00,4.055151138612811401e+00,4.683716447832651397e+00,5.084067923621067742e+00,5.765753945170286165e+00,6.303676163656786180e+00,6.796589860150890949e+00,7.470988306359747533e+00,7.996912703608717976e+00,8.565684645984317669e+00,9.190343545581422191e+00,9.754897347345817593e+00,1.025295678014299483e+01,1.083642172469726184e+01
3.589037394389529290e+00,8.956744134932799639e+00,9.718280147120296419e+01,4.205319206782593966e-01,-7.857767464898466336e-01,2.067771728915088314e+00,2.532069091609366218e+00,2.915664803478380307e+00,3.382720848313127249e+00,3.777298889522894054e+00,4.231461947347641583e+00,4.567655357194101207e+00,5.008841527603255628e+00,5.521477125925946083e+00,5.787689365996683932e+00,6.255079895073033747e+00,6.796621328777497695e+00,7.070862998025536861e+00,7.476104509079354088e+00,7.937964113366736463e+00
1.906586215778357030e+01,-5.611045284075442119e+00,-2.221729387361937214e+01,1.154986151456874666e+00,-2.347301178729534143e+00,5.736124729690364354e+00,6.941693328149129982e+00,8.122846925062827239e+00,9.188164241317732461e+00,1.029972047850749917e+01,1.146082533263731840e+01,1.261402843900619963e+01,1.380060646262215585e+01,1.499647873428560807e+01,1.609307973445121220e+01,1.739397625549091231e+01,1.838367649615642918e+01,1.954515659056496446e+01,2.070373294474045878e+01,2.187967073562041875e+01
2.022328634335231001e+01,1.603706518846521156e+00,-4.483470865520066440e+01,7.778225710538593241e-01,-1.528256078687251662e+00,3.853056614384931855e+00,4.623669832321644080e+00,5.356792195698304226e+00,6.159527113348426397e+00,6.940076446124720633e+00,7.776655170875973688e+00,8.558913129060938374e+00,9.372704425354939417e+00,1.006385602313739902e+01,1.097147311504773093e+01,1.157302203768073845e+01,1.235747927245326672e+01,1.327044952142184897e+01,1.400840155662923436e+01,1.483141788793100524e+01
2.048057201653758597e+01,4.664450753510489101e+00,3.173545210169626429e+01,5.171084418386220349e-01,-1.018678889185693492e+00,2.611904828824703539e+00,3.058021614875253924e+00,3.591275346074673802e+00,4.163632335744763324e+00,4.578214239093022719e+00,5.156367116069582757e+00,5.599551396796276670e+00,6.286341945793092023e+00,6.709734373788807105e+00,7.198174212631308855e+00,7.719161355910514999e+00,8.321398198831523985e+00,8.742008551061120514e+00,9.291646760364745461e+00,9.744370644291601380e+00
1.352460331633807300e+01,9.794308269514766963e+00,1.075808468658905497e+02,1.094605091987264356e-01,-2.822448318643453469e-01,4.649327081669555328e-01,6.467641559856761591e-01,8.398692798884809241e-01,9.263193361750080568e-01,1.016908126247966448e+00,1.064660553542369437e+00,1.130314523865617815e+00,1.339483854174956967e+00,1.339344936684798482e+00,1.599576408960569740e+00,1.607692693380415205e+00,1.819535045771201176e+00,1.796421223132924405e+00,1.974156683592623640e+00,2.115839113688180007e+00
7.031176594846666461e+00,1.048376423875799013e+01,-4.929560719252687129e+00,7.660134654181764979e-01,-1.460493045432706749e+00,3.894443373434391287e+00,4.598033951282756604e+00,5.291014420811896102e+00,6.036649715029623664e+00,6.820057915929915282e+00,7.738662666546700208e+00,8.425749639608506314e+00,9.275763742279927726e+00,1.005815255770043848e+01,1.080781290168773090e+01,1.139393052179214649e+01,1.230567223737187632e+01,1.302976589619329850e+01,1.381726242099209223e+01,1.458813942816028408e+01
1.856654141878075848e+01,6.490046863490761986e+00,7.615347843371257852e+01,7.475414357255001363e-01,-1.510118061497172981e+00,3.832945342484781470e+00,4.407795594094665148e+00,5.282086111210126944e+00,5.997824418195788709e+00,6.643563379595891050e+00,7.493144284080871742e+00,8.161965026482215890e+00,8.916740393699557288e+00,9.797143639132073645e+00,1.041329823234427643e+01,1.119347249659537447e+01,1.189708425018131344e+01,1.272236038804647507e+01,1.350481781791260794e+01,1.420205518586254279e+01
7.108902467523707358e+00,1.063982140477753902e+01,1.049113093513157935e+01,4.537638456158508138e-01,-8.576435167571226925e-01,2.179295868962128235e+00,2.818619137959372800e+00,3.198015912772140368e+00,3.616643699962063252e+00,4.176152883994689091e+00,4.628944351365009702e+00,4.983546942221800613e+00,5.488200325157857939e+00,5.826043277097714856e+00,6.391104120176366088e+00,6.877110101311325607e+00,7.260896899788873426e+00,7.742472543426405451e+00,8.229508342207774163e+00,8.619860126763983388e+00
1.951460299088493144e+01,-5.965242517736146333e+00,-2.159370030123418260e+01,1.339241093569613295e+00,-2.593047860878025634e+00,6.762661684605715706e+00,8.015015579955965919e+00,9.288652666594314766e+00,1.071349340449053855e+01,1.208356191275656322e+01,1.347341498038463214e+01,1.474133527639427932e+01,1.599693069010230673e+01,1.734154414067062078e+01,1.877447886702199042e+01,2.018210869200240865e+01,2.138521416179706236e+01,2.277182387251338014e+01,2.420164710922146156e+01,2.540047901259501728e+01
1.399591115378381900e+01,1.022138614308149407e+01,1.192843343124243347e+02,1.127066829430021899e+00,-2.290742690448846375e+00,5.688419855079825282e+00,6.741631776067253057e+00,7.946120629106706801e+00,8.957775666970455575e+00,1.021930914064981266e+01,1.136370426297194669e+01,1.237135310444350189e+01,1.348598996310428610e+01,1.461901465760548113e+01,1.586249528960778932e+01,1.690498122230997069e+01,1.802726843977992388e+01,1.919519232106568651e+01,2.025588638837536948e+01,2.143568824684532714e+01
6.064427783514325654e-02,4.618605336489352453e+00,2.480482985584347944e+01,5.908566469522095188e-01,-1.118176767527913729e+00,3.026411008044541884e+00,3.590394246654122767e+00,4.219670907732583132e+00,4.821148759967867292e+00,5.372672670228123337e+00,5.961034779745517653e+00,6.408120841541986579e+00,7.136893181519044838e+00,7.746606711087226316e+00,8.269253793715241940e+00,8.858422788640661238e+00,9.400055827406292863e+00,9.944955264498977598e+00,1.056177262603154254e+01,1.125745981982091415e+01
8.622143854333508273e-02,3.457175681168956682e+00,1.035961737105418194e+02,9.681362385241163437e-01,-1.913744665235947551e+00,4.863064369614754412e+00,5.774571939609677962e+00,6.712777371331611675e+00,7.823775752371123104e+00,8.626351892879039696e+00,9.648830779684869796e+00,1.055022771135340243e+01,1.167687386090871904e+01,1.262608455776636696e+01,1.347252936241545740e+01,1.453881657623810142e+01,1.542560252169694479e+01,1.652632259580461493e+01,1.745912739267633995e+01,1.831897119196047186e+01
1.252940022811484511e+01,-1.078143865767718701e+01,-7.133953960688899087e+01,9.774132482228667929e-01,-2.003956860482975610e+00,4.803116359219027132e+00,5.827238238542916449e+00,6.816744747928318304e+00,7.869039077959780748e+00,8.770408177719490439e+00,9.813925504428848257e+00,1.078293732059191612e+01,1.165912503545755641e+01,1.261550796219183290e+01,1.377045690013130042e+01,1.466522811033357421e+01,1.563863323715930775e+01,1.671451118764231580e+01,1.767733200894095091e+01,1.851867121509190639e+01
-5.071333407751872357e-01,1.485596145288706316e+00,-1.330813396446755226e+00,4.799854389923867704e-01,-9.199491902687485512e-01,2.391843925699646434e+00,2.889254871165669147e+00,3.417784254411930345e+00,3.879419038763573191e+00,4.386850483737283923e+00,4.861849673482842249e+00,5.348789320206289943e+00,5.830907385325119208e+00,6.179960957132307975e+00,6.691288804069347229e+00,7.181979159595716311e+00,7.717085388187912010e+00,8.250289907775979259e+00,8.628747199951062541e+00,9.056615966661938799e+00
-8.765011836607499163e-01,-8.069516587980982147e-02,-1.170531282502442423e+02,1.575071909792029823e+00,-3.224261412201434585e+00,7.932487119403115905e+00,9.409230626487955718e+00,1.112012707690690583e+01,1.261494682455832006e+01,1.423850071385595939e+01,1.576840791650088569e+01,1.730166871032038856e+01,1.885272127213397297e+01,2.040693476049182564e+01,2.195492990269419664e+01,2.365480352952907950e+01,2.522010305910172434e+01,2.679419705088042392e+01,2.842597846854856769e+01,3.001882851583503964e+01
1.315064178088695712e+01,-9.842114537645874961e+00,-1.754212660397625001e+01,4.965838405623396179e-01,-1.011463330141098460e+00,2.573621760450210960e+00,3.005783159466148380e+00,3.496695985016129882e+00,4.006297002014975739e+00,4.384979142576686861e+00,4.901122597603775333e+00,5.455780836083113705e+00,5.963929671384272879e+00,6.419492185549670715e+00,6.900847612843276302e+00,7.387097663368649592e+00,7.947069632812347351e+00,8.410633161055390161e+00,8.860221894702721812e+00,9.462942559661314590e+00
2.048876125582233598e+01,-2.232079927313933343e+00,-1.149495953611874768e+02,8.455552789879355879e-01,-1.771850242761104033e+00,4.208211861469060899e+00,5.079444805040576050e+00,6.003023671125812477e+00,6.697185726761082591e+00,7.664863203148335025e+00,8.410581599844418221e+00,9.224621266845964840e+00,1.021992408362657478e+01,1.097282475334655949e+01,1.191235379007772721e+01,1.272328669664155854e+01,1.355194510245654627e+01,1.441668703703927967e+01,1.513625763767088372e+01,1.596641464756857687e+01
1.878514939482629487e+01,7.039183246908482516e+00,8.815275787692219467e+01,5.515890038955006958e-01,-1.172850199984976527e+00,2.716149148752169395e+00,3.384390887379163715e+00,3.885734119646315321e+00,4.418044726965622893e+00,5.011660948445949337e+00,5.578928607165682507e+00,6.027463406988776029e+00,6.681883909674680488e+00,7.247320094973001225e+00,7.651684799489811617e+00,8.319997329771933181e+00,8.789651475639590927e+00,9.377047983681784160e+00,9.856236345476760974e+00,1.050624362889863406e+01
4.145575898257933822e+00,9.235842567557199345e+00,3.403498236954881406e+01,2.468576068090321540e-01,-5.329269165270406061e-01,1.271737692046448931e+00,1.535857410758912023e+00,1.670935220602439042e+00,2.016534291794670697e+00,2.177940572731490221e+00,2.387989185640822409e+00,2.727131740467947818e+00,2.973516576581171300e+00,3.285331706107380789e+00,3.359036871847623118e+00,3.678467046201936874e+00,4.040005462038902984e+00,4.234244399521232438e+00,4.477786264208305056e+00,4.736210775380014226e+00
1.520924050231410973e+01,9.602991202459358888e+00,1.157299675022848930e+02,6.409762012421907906e-01,-1.235383481118973004e+00,3.293304066021033094e+00,3.803253083367454046e+00,4.389225665948876198e+00,5.207110616646009937e+00,5.714859423043948894e+00,6.469786210438655871e+00,7.094745871779428725e+00,7.613627997508515932e+00,8.333165738595802452e+00,8.934641896844279785e+00,9.705263174424384687e+00,1.021235428860012640e+01,1.088108530236830340e+01,1.160257363639695427e+01,1.214140475387034535e+01
-6.454475939649899630e-01,-1.640792932614133726e+00,-4.177381847808705118e+01,7.835493941382438710e-01,-1.640074781134054360e+00,3.926894883300482864e+00,4.656036070237293600e+00,5.572860150818816471e+00,6.191030692563996851e+00,7.145819884167772251e+00,7.768984574485749306e+00,8.642156590566438368e+00,9.496042331975221629e+00,1.019343237317246320e+01,1.090778075244805301e+01,1.170039942011947787e+01,1.255380037269985927e+01,1.335053903781344431e+01,1.405233102802176681e+01,1.488570152210686537e+01
1.525572967072353592e+01,9.898902902555930083e+00,1.220632346505627055e+02,6.879689207910330007e-01,-1.285864683160934163e+00,3.467911355376722238e+00,4.177187031998039757e+00,4.728284429798337740e+00,5.422988642727966990e+00,6.280611108990165725e+00,6.835370677808090711e+00,7.619415901904560862e+00,8.318806348182160804e+00,8.969478961405915385e+00,9.577545536790490033e+00,1.038081725153521795e+01,1.096533989943127807e+01,1.163317095770718268e+01,1.244225980298807954e+01,1.314884180676706116e+01
6.368446857980671894e-01,-5.150852986624111729e+00,4.871918532509513255e+01,4.213392407531113548e-01,-8.658921797949222787e-01,2.031865442327492666e+00,2.574227603320726754e+00,2.995463622077241705e+00,3.389062756892367023e+00,3.793468821113414879e+00,4.306771487069916304e+00,4.717425561354197328e+00,4.979853106046282285e+00,5.442537607592412563e+00,5.904895735606952023e+00,6.380203207706265367e+00,6.735635675051034887e+00,7.172024572788338048e+00,7.636887869494607628e+00,7.930894715548815199e+00
1.388778039789494123e+01,9.766733371022924715e+00,1.093678431922311063e+02,1.046795637526686917e+00,-2.140105341178349274e+00,5.135572085924676955e+00,6.197885281272422553e+00,7.410163926770350962e+00,8.280536870928930426e+00,9.398401157329853817e+00,1.052911322865680965e+01,1.161019753723648940e+01,1.255600319446663171e+01,1.353207210913827296e+01,1.461631528150746639e+01,1.566855796752680163e+01,1.678933580629675859e+01,1.788390981765292409e+01,1.876009138032522117e+01,1.996106898938602470e+01
1.703882333889541911e+01,8.373267047779302530e+00,1.056533552824294730e+02,8.872814210163069149e-01,-1.827802168173669362e+00,4.454160923771079972e+00,5.326622185216156602e+00,6.294879735043658719e+00,7.155655787785297761e+00,7.922014191020689822e+00,8.822549496717767781e+00,9.666542015362837859e+00,1.071148722045984769e+01,1.143708012731453572e+01,1.238797768588192127e+01,1.336102402213992768e+01,1.424569505775456335e+01,1.512038939604250487e+01,1.601323640679525440e+01,1.689899517149858710e+01
1.164760791650952854e+01,-1.054968598364307297e+01,-9.980159610874285647e+01,5.048220569286616666e-01,-1.042687686522934420e+00,2.623190900794658553e+00,3.091415080024419115e+00,3.559903707667436468e+00,4.048757939758751867e+00,4.640091505530449467e+00,5.112351068633122608e+00,5.558518302531956223e+00,5.962947431056514702e+00,6.614511504836828593e+00,6.988932145317590106e+00,7.595286220226682872e+00,8.142177535787734399e+00,8.652297159939983828e+00,9.110707315236362902e+00,9.511091269814794913e+00
1.542667211210197920e+01,9.731873832240538036e+00,1.200250268323435705e+02,4.012357874850483452e-01,-8.444085340366269676e-01,2.010300301424405855e+00,2.478649717206929726e+00,2.836720887200685048e+00,3.255219176596982678e+00,3.700555920261773490e+00,4.033426122700475069e+00,4.377250199614569404e+00,4.834748159003520840e+00,5.119598161140421766e+00,5.639109678676024195e+00,6.090527522477214184e+00,6.406837192564700523e+00,6.730370070829184925e+00,7.166012675453049319e+00,7.661198649331488753e+00
1.211038520005684482e+01,1.037001791764707903e+01,1.119000351186990088e+02,9.272857885950328560e-01,-1.931410337147504208e+00,4.588703500160548288e+00,5.614269363024195769e+00,6.393713623116006772e+00,7.389551137242936996e+00,8.284440253426812006e+00,9.272166738512801487e+00,1.029010114566501599e+01,1.110558844982417881e+01,1.212054111445747218e+01,1.294420153931438477e+01,1.387651747021967097e+01,1.489820962429241469e+01,1.577981936940030394e+01,1.676396807781037523e+01,1.760972688258551244e+01
1.424311787012426223e+00,-7.129228208322182070e+00,-1.123596067231149647e+02,3.954866120639812799e-01,-8.521579703476926948e-01,1.948101076970557566e+00,2.305738364494215098e+00,2.857045145495823224e+00,3.192319537336814061e+00,3.492541728317374083e+00,3.987385614549615820e+00,4.365288929717518585e+00,4.687434830993462143e+00,5.220345355630417572e+00,5.458378098270957324e+00,5.958124743241378418e+00,6.379531340731942279e+00,6.626977235820060486e+00,7.062289216155555494e+00,7.518998335188213922e+00
3.280786342428500646e+00,8.681971398573478993e+00,1.176303041202701820e+02,3.883176198010594993e-01,-7.027621920266486910e-01,2.008425097843334228e+00,2.280195234352349498e+00,2.652480951649319962e+00,3.062067085041405790e+00,3.489751334909311886e+00,3.939362359665686597e+00,4.355519769091086069e+00,4.597789125126339194e+00,5.002756137988225049e+00,5.500289979685886621e+00,5.750811057412931859e+00,6.198062985400790481e+00,6.611279280413806525e+00,6.959917673054792253e+00,7.359855269547166401e+00
1.108831804079194328e+01,-1.029199245124040907e+01,-1.048443822046019420e+02,3.949812755433130262e-01,-7.623656458072982645e-01,2.008709782421516099e+00,2.328586302628555593e+00,2.783371964724184355e+00,3.129822708150514110e+00,3.592349976953164159e+00,3.961419420493037524e+00,4.261664859550789330e+00,4.819782992874200644e+00,5.104961484706150188e+00,5.483657947997001791e+00,5.828375637506715279e+00,6.260919786982753976e+00,6.780732353609116636e+00,7.098743095963791383e+00,7.469702753503455916e+00
6.800464111470958528e-01,5.724212569471656131e+00,-1.005008541356890248e+02,6.827310043762021552e-01,-1.413913117136506692e+00,3.404703896942437691e+00,4.048034249863178502e+00,4.835190069738149354e+00,5.438823955966727297e+00,6.224799853618079304e+00,6.845946387021659696e+00,7.412043380082235622e+00,8.181877542266835945e+00,8.946324762676345799e+00,9.544282138034429153e+00,1.017034009643382042e+01,1.098333049959586738e+01,1.151390051865195296e+01,1.220905738207809677e+01,1.292837877879980013e+01
-6.689256528032814231e-01,-2.811789675020503143e+00,6.630513903737713122e+01,4.006880316755935811e-01,-7.219660819663515916e-01,2.045295266259579137e+00,2.340697559232636671e+00,2.846029875845312862e+00,3.258363939141968313e+00,3.654480954161663409e+00,4.074257103117528978e+00,4.506666203681164440e+00,4.841207515046132670e+00,5.229697536515400813e+00,5.675613618551968997e+00,6.005740049625665655e+00,6.331338137440770453e+00,6.813588653717204124e+00,7.265902405769840477e+00,7.630568513606244885e+00
5.340387396703647482e+00,1.041219632940754636e+01,-1.277893626137871195e+02,9.884942118742529038e-01,-1.935965679480810220e+00,4.890020792017820028e+00,6.016917363879319858e+00,6.863691334929439947e+00,8.004041947560276427e+00,8.948036931825496865e+00,9.836737212700784383e+00,1.094757316182241880e+01,1.179095675304778901e+01,1.291538130442557986e+01,1.386132116893244159e+01,1.486376545220849721e+01,1.573926550003243285e+01,1.679985521467786924e+01,1.770678714843052148e+01,1.874021830176685199e+01
8.210353768913774886e+00,1.101075874372494567e+01,1.214534764407053302e+02,4.083991105751827444e-01,-8.438470331190136564e-01,2.131164737751702454e+00,2.358091940005951681e+00,2.874891561336544665e+00,3.255510077103596522e+00,3.613816809078722603e+00,4.071135459886736641e+00,4.537136900344415302e+00,4.927314728833247948e+00,5.223926939311976270e+00,5.647975021185542843e+00,6.188436641601036570e+00,6.630134972513762825e+00,6.994077232505978792e+00,7.312841418552881834e+00,7.740946862059129074e+00
